Bed Name,Site Code,Survey Date,Survey Day,NWSC Max Ext,Survey Month,Survey Year,Acres,Temp,Temp1 Shore Edge,Temp1 Water Edge,Temp2 Shore Edge,Temp2 Water Edge,Ave Temp Shore Edge,Ave Temp Water Edge
North Beach East,NB-E,2024-06-22,22.0,0.0,6.0,2024.0,2.603989032816809,,13.8,11,11.1,10.7,12.45,10.85
North Beach East,NB-E,2024-07-18,18.0,0.0,7.0,2024.0,6.985039767959858,,14.7,11.4,11.7,11.4,13.2,11.4
North Beach East,NB-E,2024-08-17,17.0,1.0,8.0,2024.0,19.29639125660871,,,,11.8,10.9,11.8,10.9
Polnell Point,POLN,2016-07-04,4.0,0.0,7.0,2016.0,4.75076022744816,17.0,,,,,,
Polnell Point,POLN,2016-08-01,1.0,0.0,8.0,2016.0,17.65164993920914,18.0,,,,,,
Polnell Point,POLN,2016-08-30,30.0,1.0,8.0,2016.0,36.72804001266616,17.0,,,,,,
Polnell Point,POLN,2017-06-25,25.0,0.0,6.0,2017.0,0.363765973565462,15.0,,,,,,
Polnell Point,POLN,2017-07-26,26.0,0.0,7.0,2017.0,1.315629201430828,15.0,,,,,,
Polnell Point,POLN,2017-08-22,22.0,0.0,8.0,2017.0,9.630703516662114,16.0,,,,,,
Polnell Point,POLN,2017-09-18,18.0,1.0,9.0,2017.0,27.43211920760829,,,,,,,
Polnell Point,POLN,2018-07-17,17.0,0.0,7.0,2018.0,6.145990871271615,18.0,,,,,,
Polnell Point,POLN,2018-08-08,8.0,0.0,8.0,2018.0,17.39723314939572,16.0,,,,,,
Polnell Point,POLN,2018-09-10,10.0,1.0,9.0,2018.0,75.7096873910009,13.0,,,,,,
Polnell Point,POLN,2019-06-20,20.0,0.0,6.0,2019.0,5.853018931135971,15.0,,,,,,
Polnell Point,POLN,2019-07-19,19.0,0.0,7.0,2019.0,14.39749366489927,16.0,,,,,,
Polnell Point,POLN,2019-08-14,14.0,0.0,8.0,2019.0,41.14302124312724,15.0,,,,,,
Polnell Point,POLN,2019-09-26,26.0,1.0,9.0,2019.0,47.31235013600108,15.0,,,,,,
Polnell Point,POLN,2020-07-24,24.0,0.0,7.0,2020.0,10.66440195739708,,13.0,13.2,,,13.0,13.2
Polnell Point,POLN,2020-08-31,31.0,1.0,8.0,2020.0,41.30371607838064,,13.9,13.2,,,13.9,13.2
Polnell Point,POLN,2021-08-24,24.0,1.0,8.0,2021.0,36.42661564578258,,13.6,13.7,,13.9,13.6,13.8
Polnell Point,POLN,2022-08-24,24.0,0.0,8.0,2022.0,14.16860252377839,,16.1,15.9,16.0,15.9,16.05,15.9
Polnell Point,POLN,2022-09-11,11.0,1.0,9.0,2022.0,17.56186463394933,,13.2,13.1,13.2,12.9,13.2,13.0
Polnell Point,POLN,2023-08-15,15.0,1.0,8.0,2023.0,38.71291760867629,,14.9,15.9,16.0,14.8,15.5,15.4
Polnell Point,POLN,2024-08-21,21.0,1.0,8.0,2024.0,35.73099687493362,,14.5,14.7,13.8,14.1,14.15,14.399999999999999
Possession Point,POSS,2017-08-24,24.0,1.0,8.0,2017.0,21.48492019100219,13.0,,,,,,
Possession Point,POSS,2018-07-17,17.0,0.0,7.0,2018.0,15.34457183436844,16.0,,,,,,
Possession Point,POSS,2018-08-14,14.0,1.0,8.0,2018.0,38.00233083091084,16.0,,,,,,
Possession Point,POSS,2018-09-10,10.0,0.0,9.0,2018.0,36.00687253067589,14.0,,,,,,
Possession Point,POSS,2019-06-21,21.0,0.0,6.0,2019.0,0.2331358826243877,15.0,,,,,,
Possession Point,POSS,2019-07-19,19.0,0.0,7.0,2019.0,57.36723447240285,15.0,,,,,,
Possession Point,POSS,2019-08-16,16.0,1.0,8.0,2019.0,60.67091155370715,15.0,,,,,,
Possession Point,POSS,2019-09-26,26.0,0.0,9.0,2019.0,60.4573527948931,15.0,,,,,,
Possession Point,POSS,2020-06-26,26.0,0.0,6.0,2020.0,11.67988667786856,,16.0,15.5,,,16.0,15.5
Possession Point,POSS,2020-07-17,17.0,0.0,7.0,2020.0,24.6529968171863,,15.0,15.0,,,15.0,15.0
Possession Point,POSS,2020-08-31,31.0,1.0,8.0,2020.0,51.08569876322605,,15.0,14.5,,,15.0,14.5
Possession Point,POSS,2021-06-16,16.0,0.0,6.0,2021.0,12.55460704596382,,17.0,16.0,,,17.0,16.0
Possession Point,POSS,2021-07-19,19.0,0.0,7.0,2021.0,55.06882390825592,,,,,,,
Possession Point,POSS,2021-08-11,11.0,1.0,8.0,2021.0,65.7338868649602,,16.0,17.0,,18.0,16.0,17.5
Possession Point,POSS,2021-09-07,7.0,0.0,9.0,2021.0,51.64296911240184,,15.0,14.5,,15.0,15.0,14.75
Possession Point,POSS,2022-06-19,19.0,0.0,6.0,2022.0,13.51862997902077,,15.0,16.0,15.0,15.0,15.0,15.5
Possession Point,POSS,2022-06-19,19.0,0.0,6.0,2022.0,14.92193893561102,,15.0,12.5,13.0,13.0,14.0,12.75
Possession Point,POSS,2022-07-25,25.0,0.0,7.0,2022.0,71.13229968542284,,16.5,15.0,16.0,15.5,16.25,15.25
Possession Point,POSS,2022-08-24,24.0,0.0,8.0,2022.0,81.55121201010225,,16.5,16.5,16.0,15.0,16.25,15.75
Possession Point,POSS,2022-09-10,10.0,1.0,9.0,2022.0,88.63036112573265,,14.5,14.0,14.0,14.5,14.25,14.25
Possession Point,POSS,2023-06-30,30.0,0.0,6.0,2023.0,2.529537586967456,,15.5,15.6,16.0,15.8,15.8,15.8
Possession Point,POSS,2023-08-14,14.0,1.0,8.0,2023.0,85.88719954864276,,16.8,16.5,17.2,18.6,17.0,17.6
Possession Point,POSS,2024-06-18,18.0,0.0,6.0,2024.0,23.55276275958034,,14,13.6,13.8,13.6,13.9,13.6
Possession Point,POSS,2024-07-17,17.0,0.0,7.0,2024.0,46.92425338042898,,18,17.5,17.5,16.8,17.75,17.15
Possession Point,POSS,2024-08-16,16.0,1.0,8.0,2024.0,75.56470729914584,,14.8,14.6,15.3,14.8,15.05,14.7
Possession Point,POSS,2024-09-14,14.0,0.0,9.0,2024.0,75.45073291473986,,14.5,14.7,15.3,14.3,14.9,14.5
Shannon Point East,SHPT-E,2017-07-22,22.0,0.0,7.0,2017.0,2.77802715136314,14.0,,,,,,
Shannon Point East,SHPT-E,2017-07-25,25.0,0.0,7.0,2017.0,3.023948824772205,15.0,,,,,,
Shannon Point East,SHPT-E,2017-08-18,18.0,0.0,8.0,2017.0,7.248003084230811,12.0,,,,,,
Shannon Point East,SHPT-E,2017-09-15,15.0,1.0,9.0,2017.0,8.398103503089558,14.0,,,,,,
Shannon Point East,SHPT-E,2018-06-29,29.0,0.0,6.0,2018.0,3.866043240072703,,,,,,,
Shannon Point East,SHPT-E,2018-07-23,23.0,0.0,7.0,2018.0,5.828925942373867,12.0,,,,,,
Shannon Point East,SHPT-E,2018-08-24,24.0,0.0,8.0,2018.0,9.730782682894647,13.0,,,,,,
Shannon Point East,SHPT-E,2018-09-10,10.0,1.0,9.0,2018.0,10.12835949235011,14.0,,,,,,
Shannon Point East,SHPT-E,2019-06-27,27.0,0.0,6.0,2019.0,6.197558020458584,15.0,,,,,,
Shannon Point East,SHPT-E,2019-07-28,28.0,0.0,7.0,2019.0,8.619402039832096,15.0,,,,,,
Shannon Point East,SHPT-E,2019-08-18,18.0,1.0,8.0,2019.0,12.09649628289971,17.0,,,,,,
Shannon Point East,SHPT-E,2020-07-17,17.0,0.0,7.0,2020.0,6.122181151799136,,16.4,15.1,,,16.4,15.1
Shannon Point East,SHPT-E,2020-08-28,28.0,0.0,8.0,2020.0,5.86705333485133,,13.0,13.3,,,13.0,13.3
Shannon Point East,SHPT-E,2020-09-18,18.0,1.0,9.0,2020.0,8.583312937775062,,11.4,11.3,,,11.4,11.3
Shannon Point East,SHPT-E,2021-06-25,25.0,0.0,6.0,2021.0,6.74426687236261,,16.67,12.22,,,16.67,12.22
Shannon Point East,SHPT-E,2021-07-20,20.0,0.0,7.0,2021.0,7.5848165288028,,12.22,11.11,,,12.22,11.11
Shannon Point East,SHPT-E,2021-08-20,20.0,1.0,8.0,2021.0,8.483058761344934,,13.33,13.33,,,13.33,13.33
Shannon Point East,SHPT-E,2021-09-19,19.0,0.0,9.0,2021.0,7.589911958176506,,11.11,10.0,,,11.11,10.0
Shannon Point East,SHPT-E,2022-06-03,3.0,0.0,6.0,2022.0,3.259389115939806,,9.44,9.44,,,9.44,9.44
Shannon Point East,SHPT-E,2022-07-01,1.0,1.0,7.0,2022.0,5.374904479777809,,10.56,11.11,,,10.56,11.11
Shannon Point East,SHPT-E,2022-08-12,12.0,0.0,8.0,2022.0,5.196679295438225,,14.44,11.67,,,14.44,11.67
Shannon Point East,SHPT-E,2023-06-01,1.0,0.0,6.0,2023.0,0.09653673409980326,,11.1,11.1,11.1,11.1,11.1,11.1
Shannon Point East,SHPT-E,2023-07-01,1.0,0.0,7.0,2023.0,0.441252993425508,,11.7,11.7,11.7,11.7,11.7,11.7
Shannon Point East,SHPT-E,2023-08-04,4.0,1.0,8.0,2023.0,1.216886744308951,,12.8,12.8,12.8,12.8,12.8,12.8
Shannon Point East,SHPT-E,2023-09-01,1.0,0.0,9.0,2023.0,0.2291179306695919,,13.3,12.8,,,13.6,12.8
Shannon Point East,SHPT-E,2024-08-16,16.0,1.0,8.0,2024.0,0.3904015105616419,,12.2,12.2,12.2,12.2,12.2,12.2
Shannon Point East,SHPT-E,2024-09-14,14.0,0.0,9.0,2024.0,0.02973235745491449,,12.2,12.2,,,12.2,12.2
Shannon Point West,SHPT-W,2017-08-18,18.0,0.0,8.0,2017.0,2.813398786569197,12.0,,,,,,
Shannon Point West,SHPT-W,2017-09-15,15.0,1.0,9.0,2017.0,5.081828816684256,12.0,,,,,,
Shannon Point West,SHPT-W,2018-06-29,29.0,0.0,6.0,2018.0,0.4316210982951136,,,,,,,
Shannon Point West,SHPT-W,2018-07-23,23.0,0.0,7.0,2018.0,0.7787498417206232,14.0,,,,,,
Shannon Point West,SHPT-W,2018-07-23,23.0,0.0,7.0,2018.0,0.8735649644480384,14.0,,,,,,
Shannon Point West,SHPT-W,2018-08-24,24.0,0.0,8.0,2018.0,7.018776555780215,13.0,,,,,,
Shannon Point West,SHPT-W,2018-09-10,10.0,1.0,9.0,2018.0,9.81817641829785,16.0,,,,,,
Shannon Point West,SHPT-W,2019-06-27,27.0,0.0,6.0,2019.0,1.002906469963348,14.0,,,,,,
Shannon Point West,SHPT-W,2019-07-28,28.0,1.0,7.0,2019.0,4.414528847533525,14.0,,,,,,
Shannon Point West,SHPT-W,2019-08-18,18.0,0.0,8.0,2019.0,3.446138685538417,,,,,,,
Shannon Point West,SHPT-W,2020-07-17,17.0,0.0,7.0,2020.0,1.44162628033787,,14.4,14.4,,,14.4,14.4
Shannon Point West,SHPT-W,2020-08-28,28.0,0.0,8.0,2020.0,3.111906600214144,,12.8,12.8,,,12.8,12.8
Shannon Point West,SHPT-W,2020-09-18,18.0,1.0,9.0,2020.0,7.790410330384972,,11.3,11.5,,,11.3,11.5
Shannon Point West,SHPT-W,2021-06-25,25.0,0.0,6.0,2021.0,4.765092173557997,,12.22,11.67,,,12.22,11.67
Shannon Point West,SHPT-W,2021-07-20,20.0,0.0,7.0,2021.0,4.395727334453112,,11.67,11.67,,,11.67,11.67
Shannon Point West,SHPT-W,2021-08-20,20.0,0.0,8.0,2021.0,3.980520633450055,,13.33,13.33,,,13.33,13.33
Shannon Point West,SHPT-W,2021-09-19,19.0,1.0,9.0,2021.0,4.860295687805859,,11.11,10.0,,10.56,11.11,10.280000000000001
Shannon Point West,SHPT-W,2022-07-01,1.0,0.0,7.0,2022.0,1.647364067002055,,12.22,11.11,,,12.22,11.11
Shannon Point West,SHPT-W,2022-08-12,12.0,1.0,8.0,2022.0,3.267263721503619,,12.78,11.11,,,12.78,11.11
Shannon Point West,SHPT-W,2023-07-01,1.0,0.0,7.0,2023.0,0.6112888115665822,,11.7,12.2,12.8,11.7,12.3,12.0
Shannon Point West,SHPT-W,2023-09-01,1.0,1.0,9.0,2023.0,4.720686803974292,,13.3,13.9,12.8,13.3,12.9,13.4
Shannon Point West,SHPT-W,2024-06-19,19.0,0.0,6.0,2024.0,0.6656728954244386,,12,12,12,12,12.0,12.0
Shannon Point West,SHPT-W,2024-07-17,17.0,0.0,7.0,2024.0,0.5303139559534863,,14.4,14.4,14.4,14.4,14.4,14.4
Shannon Point West,SHPT-W,2024-08-16,16.0,1.0,8.0,2024.0,6.095016535272763,,12.2,12.2,12.2,12.2,12.2,12.2
Shannon Point West,SHPT-W,2024-09-14,14.0,0.0,9.0,2024.0,5.835065727263354,,12.2,12.2,12.2,12.2,12.2,12.2
