OBJECTID,Location,Bed Name,Survey Date,Survey Month,Survey Year,Start Time,End Time,Tide Station,Tidal Ht m,Temp1 Shore Edge,Ave Temp Shore Edge,Observations,Additional Obs,Survey_ID,County,Site Code,Survey Day,NWSC Max Ext,DNR Max Ext,Visit Num,Survey Num,Analyze,Analyze Notes,Acres,Acres NWSC clip,Acres Ave NWSC Max Ext,Acres DNR clip,Miles,Weather,Survey Conditions,MLLW Tidal Ht m,Depth2 Shore Edge,Depth2 Water Edge,Ave Depth Shore Edge m,Ave Depth Water Edge m,MLLW Depth2 Shore Edge m,MLLW Depth2 Water Edge m,Current Station,Current Knots,Temp2 Shore Edge,Temp2 Water Edge,ToBe,ToWa,BeL,BeR,Notes,Extent Start Waypoint,Extent End Waypoint,Bulb m2,Shape__Area,Shape__Length
82,Edmonds North,Edmonds 2,2016-09-15,9,2016,11:22:00,12:04:00,Edmonds,0.3048,,,"Some areas have big gaps.  Lots of crab present and visable.  Kelp appears to have thinned since las visit.  Kelp is missing some fronds, approx. 25%",It was pretty windy.  Wind coming from South.,Edmonds_2_September_15_2016_1,Snohomish,ED-N,15,0,0,3,1,1,,9.38729572139295,9.38729572139295,,9.3909234493142,0.976000131631416,Clouds,,,,,,,,,,,,,,,,,,,,,409068.660644531,5154.27675829119
83,Edmonds North,Edmonds 2,2016-09-15,9,2016,11:22:00,12:04:00,Edmonds,0.3048,,,"Some areas have big gaps.  Lots of crab present and visable.  Kelp appears to have thinned since las visit.  Kelp is missing some fronds, approx. 25%",It was pretty windy.  Wind coming from South.,Edmonds_2_September_15_2016_2,Snohomish,ED-N,15,0,0,3,2,1,,8.46072911959073,8.46072911959073,,8.46399934819871,0.883117037701557,Clouds,,,,,,,,,,,,,,,,,,,,,368691.809631348,4663.75910164845
84,Edmonds North,Edmonds 3,2016-07-20,7,2016,11:17:00,11:33:00,Seattle,-0.4572,,,Shallow kelp bed near shore.  North end is by South side of shell creek delta.  Lots of sargassam.,,Edmonds_3_July_20_2016_1,Snohomish,ED-N,20,1,1,1,1,1,,1.77286949743673,1.77286949743673,1.6995,1.77354976897555,0.425813649055063,Clear,,,,,,,,,,,,,,,,,,,,,77255.8446044922,2248.7277370825
85,Edmonds North,Edmonds 3,2016-07-20,7,2016,11:17:00,11:33:00,Seattle,-0.4572,,,Shallow kelp bed near shore.  North end is by South side of shell creek delta.  Lots of sargassam.,,Edmonds_3_July_20_2016_2,Snohomish,ED-N,20,1,1,1,2,1,,1.62620737316633,1.62620737316633,,1.62683188554349,0.490300399145867,Clear,,,,,,,,,,,,,,,,,,,,,70864.8084106445,2589.28352371777
86,Edmonds North,Edmonds 3,2016-07-20,7,2016,14:51:00,15:03:00,Seattle,0.762,,,,,Edmonds_3_July_2016_3,Snohomish,ED-N,20,1,1,1,3,0,>1' positive tide,1.34346372407153,1.34346372407153,,1.34398034667029,0.496661818831643,Clear,,,,,,,,,,,,,,,,,,,,,58543.7634887695,2622.87826747527
87,Edmonds North,Edmonds 3,2016-07-20,7,2016,14:51:00,15:03:00,Seattle,0.762,,,,,Edmonds_3_July_2016_4,Snohomish,ED-N,20,1,1,1,4,0,>1' positive tide,1.23676855764846,1.23676855764846,,1.23724409916614,0.437660705646096,Clear,,,,,,,,,,,,,,,,,,,,,53894.32421875,2311.29218487011
88,Edmonds North,Edmonds 3,2016-08-17,8,2016,10:05:00,10:20:00,Edmonds,-0.2134,,,Very shallow water; some interesting egg mass (squid or clams).,,Edmonds_3_August_17_2016_2,Snohomish,ED-N,17,0,0,2,1,1,,1.22050629293013,1.22050629293013,,1.22097501722186,0.552691523497301,Clear,,,,,,,,,,,,,,,,,,,,,53185.6825561523,2918.77200631531
89,Edmonds North,Edmonds 3,2016-08-17,8,2016,10:05:00,10:20:00,Edmonds,-0.2134,,,Very shallow water; some interesting egg mass (squid or clams).,,Edmonds_3_August_17_2016_1,Snohomish,ED-N,17,0,0,2,2,1,,1.47847390131309,1.47847390131309,,1.47904189166973,0.515052884882491,Clear,,,,,,,,,,,,,,,,,,,,,64427.059753418,2720.0017846727
90,Edmonds North,Edmonds 3,2016-09-15,9,2016,10:50:00,,Edmonds,0.3048,,,"150+ Kelp approximately. Many have kelp crab on them.  Some have lost frawns, some have very little frawns.",Wind started to pick up.,Edmonds_3_September_15_2016_2,Snohomish,ED-N,15,0,0,3,1,1,,1.08282152284429,1.08282152284429,,1.08323736665951,0.435332150098598,Clouds,,,,,,,,,,,,,,,,,,,,,47185.8184814453,2298.99509398315
91,Edmonds North,Edmonds 3,2016-09-15,9,2016,10:50:00,,Edmonds,0.3048,,,"150+ Kelp approximately. Many have kelp crab on them.  Some have lost frawns, some have very little frawns.",Wind started to pick up.,Edmonds_3_September_15_2016_1,Snohomish,ED-N,15,0,0,3,2,1,,1.27389445990665,1.27389445990665,,1.27438350005099,0.421613057240641,Clouds,,,,,,,,,,,,,,,,,,,,,55512.1541748047,2226.54440770523
92,Meadowdale,Meadowdale 1,2016-07-19,7,2016,09:20:00,10:55:00,Seattle,-0.1524,,,Similar to last year.  Lots of red rock crab near shore.  Kelp fronds healthy.,On GPS learning curve - both boats ran perimeter a secon time.  Don’t use the first MED1L track.,Meadowdale_1_July_19_2016_2,Snohomish,MDL,19,1,1,1,1,1,,1.46072605232935,1.46072605232935,1.3083,1.46131891940885,0.264966764873434,Clouds,,,,,,,,,,,,,,,,,,,,,63655.0464477539,1399.30832711937
93,Meadowdale,Meadowdale 1,2016-07-19,7,2016,09:20:00,10:55:00,Seattle,-0.1524,,,Similar to last year.  Lots of red rock crab near shore.  Kelp fronds healthy.,On GPS learning curve - both boats ran perimeter a secon time.  Don’t use the first MED1L track.,Meadowdale_1_July_19_2016_1,Snohomish,MDL,19,1,1,1,2,1,,1.15579653269598,1.15579653269598,,1.1562650041021,0.23976510795632,Clouds,,,,,,,,,,,,,,,,,,,,,50366.9275512695,1266.21659323929
94,Meadowdale,Meadowdale 1,2016-08-16,8,2016,10:54:00,11:02:00,Edmonds,-0.1219,,,,No temperature measured. No other notes.,Meadowdale_1_August_16_2016_1,Snohomish,MDL,16,0,0,2,1,0,"NWSC: MDL-3 was not visible/measured in Aug 216, but was in the July and Sept 216 surveys, suggesting it might not be visible due to tides/currents. MDL-3 is one of three beds that make up MDL. Not including it with MDL-1 and MDL-2 underrepresents what wa",0.921983051446279,0.921983051446279,,0.92235740350016,0.230032845042388,Fog/mist,,,,,,,,,,,,,,,,,,,,,40177.8801879883,1214.81980985592
95,Meadowdale,Meadowdale 1,2016-08-16,8,2016,10:54:00,11:02:00,Edmonds,-0.1219,,,,No temperature measured. No other notes.,Meadowdale_1_August_16_2016_2,Snohomish,MDL,16,0,0,2,2,0,"NWSC: MED-3 not visible/measured in Aug 216, but was in the July and Sept 216 survey, suggesting it might not be visible due to tides/currents. Not including the bed underrepresents what was there, in comparison to July and Sept, and therefore should be e",0.646733562447246,0.646733562447246,,0.646996176957612,0.235495551709885,Fog/mist,,,,,,,,,,,,,,,,,,,,,28183.1438598633,1243.66871407688
96,Meadowdale,Meadowdale 1,2016-09-16,9,2016,12:57:00,13:10:00,Edmonds,0.3048,,,Saw an osprey.  80 bulbs count. Almost no fronds.,,Meadowdale_1_September_16_2016_1,Snohomish,MDL,16,0,0,3,1,1,,0.782997958146691,0.782997958146691,,0.783315184211559,0.297140572299681,Clouds,,,,,,,,,,,,,,,,,,,,,34121.2310791016,1569.22049199629
97,Meadowdale,Meadowdale 1,2016-09-16,9,2016,12:57:00,13:10:00,Edmonds,0.3048,,,Saw an osprey.  80 bulbs count. Almost no fronds.,,Meadowdale_1_September_16_2016_2,Snohomish,MDL,16,0,0,3,2,1,,0.70475838121932,0.70475838121932,,0.7050441794574,0.279346076835242,Clouds,,,,,,,,,,,,,,,,,,,,,30711.7327270508,1475.24649044808
98,Meadowdale,Meadowdale 2,2016-07-19,7,2016,11:10:00,11:16:00,Seattle,-0.3048,,,Similar to last year.  Kelp fronds healthy.,,Meadowdale_2_July_19_2016_1,Snohomish,MDL,19,1,1,1,1,1,,0.58514665070205,0.58514665070205,0.5195,0.585384851054724,0.163083467415351,Clouds,,,,,,,,,,,,,,,,,,,,,25499.3643188477,861.255961771384
99,Meadowdale,Meadowdale 2,2016-07-19,7,2016,11:10:00,11:16:00,Seattle,-0.3048,,,Similar to last year.  Kelp fronds healthy.,,Meadowdale_2_July_19_2016_2,Snohomish,MDL,19,1,1,1,2,1,,0.453869110422899,0.453869110422899,,0.454053941164831,0.160230769467658,Clouds,,,,,,,,,,,,,,,,,,,,,19778.5869140625,846.190642456745
100,Meadowdale,Meadowdale 2,2016-08-16,8,2016,10:33:00,10:39:00,Edmonds,-0.1829,,,There was some kelp around the edges that we didn't include because it was farther than a kayak and a half away from the main bed.,No temperature measured. MED 3 was not visable during this sample month. Doug Priler paddled with us.,Meadowdale_2_August_16_2016_2,Snohomish,MDL,16,0,0,2,1,0,"NWSC: MED-3 not visible/measured in Aug 216, but was in the July and Sept 216 survey, suggesting it might not be visible due to tides/currents. Not including the bed underrepresents what was there, in comparison to July and Sept, and therefore should be e",0.305134845439172,0.305134845439172,,0.305258966164691,0.145795841935519,Fog/mist,,,,,,,,,,,,,,,,,,,,,13297.0844116211,769.958714025176
101,Meadowdale,Meadowdale 2,2016-08-16,8,2016,10:33:00,10:38:00,Edmonds,-0.1829,,,There was some kelp around the edges that we didn't include because it was farther than a kayak and a half away from the main bed.,No temperature measured. MED 3 was not visable during this sample month. Doug Priler paddled with us.,Meadowdale_2_August_16_2016_1,Snohomish,MDL,16,0,0,2,2,0,"NWSC: MDL-3 was not visible/measured in Aug 216, but was in the July and Sept 216 surveys, suggesting it might not be visible due to tides/currents. MDL-3 is one of three beds that make up MDL. Not including it with MDL-1 and MDL-2 underrepresents what wa",0.394306205135123,0.394306205135123,,0.394466787595475,0.131969012659632,Fog/mist,,,,,,,,,,,,,,,,,,,,,17182.9708251953,696.938200786563
102,Meadowdale,Meadowdale 2,2016-09-16,9,2016,12:38:00,12:43:00,Edmonds,0.3048,,,Kelp missing fronds (98% missing fronds).  Small gap in middle of bed.  About 50 bulbs counted in bed.,,Meadowdale_2_September_16_2016_2,Snohomish,MDL,16,0,0,3,1,1,,0.238018111422349,0.238018111422349,,0.23811497642663,0.160937472651545,Clouds,,,,,,,,,,,,,,,,,,,,,10372.2888793945,849.92279201664
103,Meadowdale,Meadowdale 2,2016-09-16,9,2016,12:38:00,12:43:00,Edmonds,0.3048,,,Kelp missing fronds (98% missing fronds).  Small gap in middle of bed.  About 50 bulbs counted in bed.,,Meadowdale_2_September_16_2016_1,Snohomish,MDL,16,0,0,3,2,1,,0.332101947131612,0.332101947131612,,0.332236946040614,0.146203715600927,Clouds,,,,,,,,,,,,,,,,,,,,,14472.2496948242,772.112723066159
104,Meadowdale,Meadowdale 3,2016-07-19,7,2016,11:30:00,11:41:00,Seattle,-0.1524,,,Unchanged from prior year.  Small bed very near shore by Lynnwood.  Sewage treatment plant.  Kelp fronds healthy.,Kelp crabs feeding on jellyfish.,Meadowdale_3_July_19_2016_1,Snohomish,MDL,19,1,1,1,1,1,,0.110115343666333,0.110115343666333,0.0917,0.110160246585798,0.0570368921089346,Light rain,,,,,,,,,,,,,,,,,,,,,4798.58972167969,301.216478614448
105,Meadowdale,Meadowdale 3,2016-07-19,7,2016,11:30:00,11:41:00,Seattle,-0.1524,,,Unchanged from prior year.  Small bed very near shore by Lynnwood.  Sewage treatment plant.  Kelp fronds healthy.,Kelp crabs feeding on jellyfish.,Meadowdale_3_July_19_2016_2,Snohomish,MDL,19,1,1,1,2,1,,0.0732891050920989,0.0732891050920989,,0.0733190997075375,0.0517325003141976,Light rain,,,,,,,,,,,,,,,,,,,,,3193.78149414063,273.203553727007
106,Meadowdale,Meadowdale 3,2016-09-16,9,2016,12:06:00,12:10:00,Edmonds,0.3048,,,"33 kelp bulbs.  Kelp dying back for fall, none have fronds.",,Meadowdale_3_September_16_2016_1,Snohomish,MDL,16,0,0,3,1,1,,0.0443660860268274,0.0443660860268274,,0.044384272699679,0.0389706062664161,Clouds,,,,,,,,,,,,,,,,,,,,,1933.37847900391,205.806950924247
107,Meadowdale,Meadowdale 3,2016-09-16,9,2016,12:06:00,12:10:00,Edmonds,0.3048,,,"33 kelp bulbs.  Kelp dying back for fall, none have fronds.",,Meadowdale_3_September_16_2016_2,Snohomish,MDL,16,0,0,3,2,1,,0.0413758655003916,0.0413758655003916,,0.0413927619306325,0.0355227274935885,Clouds,,,,,,,,,,,,,,,,,,,,,1803.07116699219,187.598422928067
108,Mukilteo,Mukilteo 1 (B),2016-07-19,7,2016,11:44:00,11:48:00,Seattle,-0.3962,,,Very short.  Big rock on north. Sargassam present.,,Mukilteo_1_(B)_July_2016_1,Snohomish,MKTO,19,0,0,1,1,1,,0.203260977474734,0.203260977474734,,0.203362177935473,0.109845672916384,Clear,,,,,,,,,,,,,,,,,,,,,8858.46423339844,580.129762983539
109,Mukilteo,Mukilteo 1 (B),2016-07-19,7,2016,11:44:00,11:48:00,Seattle,-0.3962,,,Very short.  Big rock on north. Sargassam present.,,Mukilteo_1_(B)_July_2016_2,Snohomish,MKTO,19,0,0,1,2,1,,0.086256531420159,0.086256531420159,,0.0862993913635588,0.0956079167086611,Clear,,,,,,,,,,,,,,,,,,,,,3759.2080078125,504.935657103599
110,Mukilteo,Mukilteo 1 (B),2016-08-15,8,2016,11:22:00,11:32:00,Seattle,-0.5182,,,Sargassum present.  Wind driven current to the North.,,Mukilteo_1_(B)_August_15_2016_1,Snohomish,MKTO,15,1,1,2,1,1,,0.119580023316122,0.119580023316122,0.1038,0.119639564165034,0.118490821943673,Clear,,,,,,,,,,,,,,,,,,,,,5211.50354003906,625.787526971927
111,Mukilteo,Mukilteo 1 (B),2016-08-15,8,2016,11:22:00,11:32:00,Seattle,-0.5182,,,Sargassum present.  Wind driven current to the North.,,Mukilteo_1_(B)_August_15_2016_2,Snohomish,MKTO,15,1,1,2,2,1,,0.0879416955566342,0.0879416955566342,,0.0879858147458758,0.103978941678919,Clear,,,,,,,,,,,,,,,,,,,,,3832.65063476563,549.14567937765
112,Mukilteo,Mukilteo 1 (B),2016-09-14,9,2016,09:42:00,09:54:00,Edmonds,0.061,,,Small bed.  Most frawns missing.  9 bull kelp present.  Some do have frawns.,Between MUK 6 & MUK 1 extensive eelgrass bed.,Mukilteo_1_(B)_September_14_2016_1,Snohomish,MKTO,14,0,0,3,1,1,,0.0551878242687629,0.0551878242687629,,0.0552152925912418,0.0371969362830752,Clear,,,,,,,,,,,,,,,,,,,,,2405.1806640625,196.448807878421
113,Mukilteo,Mukilteo 1 (B),2016-09-14,9,2016,09:42:00,09:54:00,Edmonds,0.061,,,Small bed.  Most frawns missing.  9 bull kelp present.  Some do have frawns.,Between MUK 6 & MUK 1 extensive eelgrass bed.,Mukilteo_1_(B)_September_14_2016_2,Snohomish,MKTO,14,0,0,3,2,0,"NWSC: While there is a MKTO 1-6 in Sept 216, there is only MKTO 1-5 for the replicates in Sept 216. Therefore I am excluding all Sept. 216 replicates.",0.03976135527275,0.03976135527275,,0.0397811715143244,0.0373737073154388,Clear,,,,,,,,,,,,,,,,,,,,,1732.86877441406,197.382391847861
114,Mukilteo,Mukilteo 2&3 (D),2016-07-19,7,2016,11:12:00,11:17:00,Seattle,-0.5182,,,Sargassum present.,,Mukilteo_2&3_(D)_July_19_2016_2,Snohomish,MKTO,19,0,0,1,1,1,,0.333044555665245,0.333044555665245,,0.333209463359455,0.366619180707858,Clear,,,,,,,,,,,,,,,,,,,,,14514.6126708984,1936.22898985568
115,Mukilteo,Mukilteo 2&3 (D),2016-07-19,7,2016,10:54:00,11:00:00,Seattle,-0.4572,,,Sargassam also present.,Lincoln GPS circle more accurate.  Kathleen drift while taking photos.,Mukilteo_2_July_19_2016_1,Snohomish,MKTO,19,0,0,1,2,1,,0.433227384024352,0.433227384024352,,0.433442165183323,0.324324709791335,Clear,,,,,,,,,,,,,,,,,,,,,18880.7370605469,1712.85875758994
116,Mukilteo,Mukilteo 2&3 (D),2016-08-15,8,2016,10:08:00,10:18:00,Edmonds,,,,Wave ripples making kelp somewhat hard to see.,No temperature measurement.,Mukilteo_2&3_(D)_August_15_2016_1,Snohomish,MKTO,15,1,1,2,1,1,,0.380803546806282,0.380803546806282,0.358,0.380991882637142,0.238941666454299,Clear,,,,,,,,,,,,,,,,,,,,,16596.0185546875,1261.92440051571
117,Mukilteo,Mukilteo 2&3 (D),2016-08-15,8,2016,10:08:00,10:14:00,Edmonds,,,,Wave ripples making kelp somewhat hard to see.,No temperature measurement.,Mukilteo_2&3_(D)_August_15_2016_2,Snohomish,MKTO,15,1,1,2,2,1,,0.335221639418296,0.335221639418296,,0.335388180786492,0.232581861877676,Clear,,,,,,,,,,,,,,,,,,,,,14609.486328125,1228.33630585637
118,Mukilteo,Mukilteo 2&3 (D),2016-09-14,9,2016,10:03:00,10:26:00,Edmonds,0.061,,,Approx. 100 bull kelp.  Some have lost frawns approx. 20%.,Saw several jelly fish.,Mukilteo_2&3_(D)_September_14_2016_1,Snohomish,MKTO,14,0,0,3,1,1,,0.204124230196697,0.204124230196697,,0.204225199395161,0.202142388058091,Clear,,,,,,,,,,,,,,,,,,,,,8896.05419921875,1067.5760281633
119,Mukilteo,Mukilteo 2&3 (D),2016-09-14,9,2016,10:03:00,10:26:00,Edmonds,0.061,,,Approx. 100 bull kelp.  Some have lost frawns approx. 20%.,Saw several jelly fish.,Mukilteo_2&3_(D)_September_14__2016_2,Snohomish,MKTO,14,0,0,3,2,0,"NWSC: While there is a MKTO 1-6 in Sept 2016, there is only MKTO 1-5 for the replicates in Sept 2016. Therefore I am excluding all Sept. 2016 replicates.",0.123934739338296,0.123934739338296,,0.123995805073397,0.207950171448495,Clear,,,,,,,,,,,,,,,,,,,,,5401.27087402344,1098.24870806255
120,Mukilteo,Mukilteo 4,2016-07-19,7,2016,11:55:00,12:13:00,Seattle,-0.3658,,,"Some kelp bulbs underwater due to wind driven surface current even though tide currents were slack. If bulbs not submerged, bed would be bigger.  Sargassam present.",,Mukilteo_4_July_2016_1,Snohomish,MKTO,19,0,0,1,1,1,,0.0506449095444049,0.0506449095444049,,0.0506699663746479,0.0531746270316401,Clear,,,,,,,,,,,,,,,,,,,,,2207.18237304688,280.831398829175
121,Mukilteo,Mukilteo 4,2016-07-19,7,2016,11:55:00,12:13:00,Seattle,-0.3658,,,"Some kelp bulbs underwater due to wind driven surface current even though tide currents were slack. If bulbs not submerged, bed would be bigger.  Sargassam present.",,Mukilteo_4_July_2016_2,Snohomish,MKTO,19,0,0,1,2,1,,0.0192711269821043,0.0192711269821043,,0.0192807869981827,0.0437876905665452,Clear,,,,,,,,,,,,,,,,,,,,,839.865112304688,231.256128284826
122,Mukilteo,Mukilteo 4,2016-08-15,8,2016,10:43:00,10:46:00,Edmonds,0.1829,,,much smaller than last time,,Mukilteo_4_August_15_2016_1,Snohomish,MKTO,15,1,1,2,1,1,,0.06521130872287,0.06521130872287,0.0555,0.0652437859778554,0.0588437125399132,Clear,,,,,,,,,,,,,,,,,,,,,2842.00817871094,310.771548809842
123,Mukilteo,Mukilteo 4,2016-08-15,8,2016,10:43:00,10:46:00,Edmonds,0.1829,,,much smaller than last time,,Mukilteo_4_August_15_2016_2,Snohomish,MKTO,15,1,1,2,2,1,,0.045716945939935,0.045716945939935,,0.0457396008988893,0.0593911738925315,Clear,,,,,,,,,,,,,,,,,,,,,1992.41442871094,313.662864721508
124,Mukilteo,Mukilteo 4,2016-09-14,9,2016,10:28:00,10:42:00,Edmonds,0.061,,,28 bull kelp counted.  Only 3 or 4 missing frawns.,"Some kelp attached to small rocks, moving",Mukilteo_4_September_14_2016_1,Snohomish,MKTO,14,0,0,3,1,1,,0.0427460297443475,0.0427460297443475,,0.0427671163158799,0.0925038395956459,Clear,,,,,,,,,,,,,,,,,,,,,1862.93676757813,488.540898538158
125,Mukilteo,Mukilteo 4,2016-09-14,9,2016,10:28:00,10:42:00,Edmonds,0.061,,,28 bull kelp counted.  Only 3 or 4 missing frawns.,"Some kelp attached to small rocks, moving",Mukilteo_4_September_14_2016_2,Snohomish,MKTO,14,0,0,3,2,0,"NWSC: While there is a MKTO 1-6 in Sept 2016, there is only MKTO 1-5 for the replicates in Sept 2016. Therefore I am excluding all Sept. 2016 replicates.",0.0209737896699704,0.0209737896699704,,0.0209842018983451,0.0924816576347253,Clear,,,,,,,,,,,,,,,,,,,,,914.069702148438,488.423749758302
126,Mukilteo,Mukilteo 5 (E),2016-07-19,7,2016,13:30:00,13:36:00,Seattle,0.6096,,,Very small (9 or 10 bulbs) by large beach rock at Mukilteo Beach. Sargassam present.,,Mukilteo_5_(E)_July_2016_1,Snohomish,MKTO,19,0,0,1,1,1,,0.633605016309737,0.633605016309737,,0.633917276218592,0.22052658179557,,,,,,,,,,,,,,,,,,,,,,27613.4381103516,1164.6672152349
127,Mukilteo,Mukilteo 5 (E),2016-07-19,7,2016,13:30:00,13:36:00,Seattle,0.6096,,,Very small (9 or 10 bulbs) by large beach rock at Mukilteo Beach. Sargassam present.,,Mukilteo_5_(E)_July_2016_2,Snohomish,MKTO,19,0,0,1,2,1,,0.580271715161938,0.580271715161938,,0.580557611136377,0.212902959700711,,,,,,,,,,,,,,,,,,,,,,25289.0938720703,1124.40456598132
128,Mukilteo,Mukilteo 5 (E),2016-08-15,8,2016,10:54:00,11:05:00,Edmonds,0.2438,,,"Water calmer, less ripples, wind and fog dying down.",No temperature measurement.,Mukilteo_5_(E)_August_15_2016_1,Snohomish,MKTO,15,1,1,2,1,1,,0.99290767545894,0.99290767545894,0.9866,0.993396298361683,0.229552719073317,Clear,,,,,,,,,,,,,,,,,,,,,43272.3774414063,1212.33699471665
129,Mukilteo,Mukilteo 5 (E),2016-08-15,8,2016,10:54:00,11:05:00,Edmonds,0.2438,,,"Water calmer, less ripples, wind and fog dying down.",No temperature measurement.,Mukilteo_5_(E)_August_15_2016_2,Snohomish,MKTO,15,1,1,2,2,1,,0.980153016832605,0.980153016832605,,0.9806359358077,0.25990371454331,Clear,,,,,,,,,,,,,,,,,,,,,42716.5098876953,1372.62970028254
130,Mukilteo,Mukilteo 5 (E),2016-09-14,9,2016,10:48:00,11:10:00,Edmonds,0.061,,,Large kelp bed.  Farther from shore than others in Mukilteo. Approx. 300 bull kelp.  Seem to have healthir frowns.,,Mukilteo_5_(E)_September_14_2016_1,Snohomish,MKTO,14,0,0,3,1,1,,1.13403200101938,1.13403200101938,,1.13459035038098,0.285529389828529,Clear,,,,,,,,,,,,,,,,,,,,,49422.7840576172,1507.96665653276
131,Mukilteo,Mukilteo 5 (E),2016-09-14,9,2016,10:48:00,11:10:00,Edmonds,0.061,,,Large kelp bed.  Farther from shore than others in Mukilteo. Approx. 300 bull kelp.  Seem to have healthir frowns.,,Mukilteo_5_September_14_2016_2,Snohomish,MKTO,14,0,0,3,2,0,"NWSC: While there is a MKTO 1-6 in Sept 2016, there is only MKTO 1-5 for the replicates in Sept 2016. Therefore I am excluding all Sept. 2016 replicates.",1.0730209426359,1.0730209426359,,1.07355026127053,0.323418353358691,Clear,,,,,,,,,,,,,,,,,,,,,46763.8287353516,1708.06958254525
132,Mukilteo,Mukilteo 6 (A),2016-07-19,7,2016,09:50:00,09:56:00,Edmonds,-0.061,,,Wave ripples increasing.,,Mukilteo_6_(A)_July_19__2016_1,Snohomish,MKTO,19,0,0,1,1,1,,0.0756625848954057,0.0756625848954057,,0.0757006437548603,0.0494250928247101,Fog/mist,,,,,,,,,,,,,,,,,,,,,3297.51623535156,261.029963441479
133,Mukilteo,Mukilteo 6 (A),2016-07-19,7,2016,09:50:00,09:56:00,Edmonds,-0.061,,,Wave ripples increasing.,,Mukilteo_6_(A)_July_19_2016_2,Snohomish,MKTO,19,0,0,1,2,1,,0.0391544735292581,0.0391544735292581,,0.0391740051164418,0.0456737158855842,Fog/mist,,,,,,,,,,,,,,,,,,,,,1706.42492675781,241.217720748988
134,Mukilteo,Mukilteo 6 (A),2016-08-15,8,2016,09:25:00,09:35:00,Edmonds,-0.0914,,,Lots of little wave ripples making kelp beds hard to see. 27 Kelp bulbs counted by Lincoln on shore.,No temperature measurements.,Mukilteo_6_(A)_August_15__2016_1,Snohomish,MKTO,15,1,1,2,1,1,,0.0436239555888987,0.0436239555888987,0.0398,0.0436457933871776,0.0539819713911547,"Clouds, Fog/mist",,,,,,,,,,,,,,,,,,,,,1901.21301269531,285.096306160759
135,Mukilteo,Mukilteo 6 (A),2016-08-15,8,2016,09:25:00,09:35:00,Edmonds,-0.0914,,,Lots of little wave ripples making kelp beds hard to see. 27 Kelp bulbs counted by Lincoln on shore.,No temperature measurements.,Mukilteo_6_(A)_August_15_2016_2,Snohomish,MKTO,15,1,1,2,2,1,,0.0358999124419235,0.0358999124419235,,0.0359178563192693,0.0568594870450291,"Clouds, Fog/mist",,,,,,,,,,,,,,,,,,,,,1564.58410644531,300.29340361554
136,Mukilteo,Mukilteo 6 (A),2016-09-14,9,2016,09:16:00,09:33:00,Edmonds,0.061,,,Kelp is less dense.  Some have lost frawns.  Counted 23 bulbs.,,Mukilteo_6_(A)_September_14_2016_1,Snohomish,MKTO,14,0,0,3,1,1,,0.0418022310642343,0.0418022310642343,,0.0418231867633848,0.0524040831725889,Clear,,,,,,,,,,,,,,,,,,,,,1821.81909179688,276.762973515102
137,Lummi Southwest,Lummi SW,2016-07-30,7,2016,09:28:00,09:51:00,Chucknut Bay,-0.3048,,,"thik, healthy, lots braided together, dense",,Lummi_SW_1_July_30_2016_1,Whatcom,LMMI-SW,30,0,0,1,1,0,"fSurveyors unsure if entire area was surveyed, it was first year of survey, never surveyed smaller bed to the east again",2.61661447939237,2.53720275764579,,2.54017527653529,0.710776983541001,Clear,,,,,,,,,,,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-XV3LLZJ/0/O/Lummi1_30July2016_BeR1.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-SCL4ppJ/0/O/Lummi1_30July2016_ToWa.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-8kK9N58/0/O/Lummi1_30July2016_BeL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-XV3LLZJ/0/O/Lummi1_30July2016_BeR1.jpg,,,,,114113.23449707,3755.09955225363
138,Point Whitehorn,Point Whitehorn,2016-09-15,9,2016,11:13:00,11:30:00,Cherry Point,0.1219,,,Big spread out bed.  Some fronds torn up.  Some trunks have greenish brown seaweed growing on them.  Some fronds have yellow spots and holes. Horseshoe shaped with horseshoe facing north.  There are outliers not included in perimeer because so spread out.  Some adrift further away. 2nd bed 100's toward shore from this bed.,Did not measure temperature or depth.,Point_Whitehorn_September_15_2016_1,Whatcom,PTWH,15,1,1,1,1,1,,1.24001673665063,1.24001673665063,1.24,1.24175510519289,0.261880795134985,Clear,,,,,,,,,,,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-5n8HHQZ/0/O/PtWhitehorn_15Sept2016_ToBe.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-ZKdq7Qr/0/O/PtWhitehorn_15Sept2016_ToWa.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-photos/i-ZQrvBHq/0/O/PtWhitehorn15Sept2016_BeL.jpg,,,,,,54090.90234375,1383.70014163893
